idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,0,0,-0.0,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
1,0.1,0,0,-0.05,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
2,0.2,0,0,-0.1,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
3,0.30000000000000004,0,0,-0.15000000000000002,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
4,0.4,0,0,-0.2,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
5,0.5,0,0,-0.25,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
6,0.6000000000000001,0,0,-0.30000000000000004,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
7,0.7000000000000001,0,0,-0.35000000000000003,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
8,0.8,0,0,-0.4,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
9,0.9,0,0,-0.45,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
10,1.0,0,0,-0.5,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
11,1.1,0,0,-0.55,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
12,1.2000000000000002,0,0,-0.6000000000000001,0.0,0.0,-0.5,0,0,0,0,10,nan,nan,nan
